Income,Rent,Groceries,Transport,Eating_Out,Entertainment,Utilities
286.65,86.0,32.38,21.01,7.93,5.74,16.61
162.11,48.63,21.75,8.33,3.33,3.38,8.01
248.4,49.68,34.57,17.52,12.41,5.82,10.28
149.54,44.86,16.89,10.33,3.44,7.14,6.21
251.38,75.41,28.17,17.59,6.46,5.65,19.7
260.14,78.04,36.48,18.57,7.31,7.46,19.81
388.97,77.79,40.28,30.61,16.64,17.5,21.96
98.92,29.68,11.5,7.32,4.93,2.85,6.84
113.26,33.98,14.29,7.61,2.42,2.56,8.59
480.89,144.27,54.56,30.3,19.08,18.56,29.94
190.21,38.04,19.99,14.38,6.12,7.01,7.98
850.42,255.13,123.2,67.82,41.74,34.61,61.85
431.09,86.22,52.86,34.14,20.86,15.02,29.8
584.94,116.99,63.28,38.91,21.52,29.16,42.71
1112.83,222.57,165.32,77.43,46.06,30.6,83.81
280.99,56.2,40.82,20.97,6.96,9.1,14.61
227.36,34.1,25.86,14.17,7.44,6.66,16.8
723.04,216.91,73.66,51.38,35.09,32.26,56.49
541.16,108.23,62.89,33.18,24.56,16.39,40.36
309.9,92.97,32.58,21.26,6.88,6.77,24.6
1095.83,164.38,133.57,59.64,45.02,23.09,71.67
303.78,91.13,38.96,22.23,13.56,12.96,17.1
369.56,73.91,38.06,19.5,11.89,16.29,19.48
366.16,73.23,54.52,19.79,12.47,11.44,28.0
170.45,34.09,21.28,12.75,4.14,5.42,8.09
383.05,76.61,50.82,25.57,8.76,9.64,22.64
1100.49,220.1,124.62,71.66,53.14,34.28,54.44
513.93,77.09,66.8,39.28,20.04,14.51,39.1
369.06,110.72,45.74,22.13,17.93,16.44,23.13
316.3,94.89,45.17,18.97,10.61,9.93,23.16
469.09,70.36,51.98,30.95,11.16,21.25,23.95
655.84,196.75,65.69,49.38,25.23,16.41,51.64
586.1,87.92,63.88,32.94,18.31,19.39,43.01
276.06,55.21,30.72,16.23,7.95,6.44,16.15
466.81,140.04,56.94,33.53,21.58,23.27,36.86
528.51,158.55,62.8,42.1,20.06,20.11,34.65
160.83,32.17,18.29,11.4,4.22,4.96,7.8
411.86,61.78,47.16,27.55,12.95,14.33,17.91
63.88,19.17,7.04,4.87,2.36,1.32,2.77
529.6,158.88,54.99,32.97,17.08,12.13,27.22
610.56,91.58,84.72,42.96,25.66,26.54,40.82
654.68,130.94,66.61,37.44,20.99,21.03,27.6
262.45,78.74,34.46,16.23,13.04,7.15,15.49
460.97,92.19,65.96,32.99,22.97,9.92,30.12
1124.69,168.7,133.57,76.73,51.83,48.73,60.0
1115.57,223.11,145.28,86.04,50.83,34.51,47.25
351.7,70.34,46.18,19.77,15.98,15.59,14.91
402.45,120.73,42.67,26.04,9.1,9.1,29.0
875.53,175.11,97.27,45.15,42.57,25.9,43.98
108.36,32.51,11.97,8.57,2.49,4.28,7.98
278.01,55.6,29.35,18.94,10.3,7.84,14.73
1047.92,209.58,139.53,58.11,42.22,34.45,81.1
785.46,157.09,96.65,59.35,21.3,32.11,62.69
483.72,145.12,57.4,25.79,14.0,16.86,34.78
107.93,21.59,15.46,8.26,4.43,4.56,6.9
345.91,69.18,50.98,17.71,9.04,7.5,14.32
224.57,44.91,27.96,17.56,9.25,10.69,14.11
469.16,140.75,66.71,27.64,15.88,23.42,19.73
188.41,37.68,27.46,11.5,8.8,9.08,14.22
158.46,31.69,18.31,10.91,5.35,4.28,7.8
69.01,13.8,6.98,5.4,2.94,3.34,4.53
956.76,191.35,130.38,53.37,32.54,25.15,56.41
261.46,39.22,30.05,15.88,10.01,9.17,16.19
408.23,81.65,41.3,28.71,9.46,17.98,22.73
359.36,71.87,43.13,18.72,7.97,14.43,18.07
153.26,45.98,19.02,9.23,7.4,5.32,6.4
131.48,39.44,15.74,9.07,6.49,3.74,8.02
161.07,48.32,18.33,10.17,7.91,7.96,6.75
201.86,40.37,28.84,16.02,8.54,8.27,15.51
482.7,96.54,60.55,38.27,17.01,12.54,35.25
190.48,38.1,26.57,14.82,4.62,6.15,14.85
1455.78,436.73,170.12,114.51,30.49,46.96,94.68
818.79,163.76,94.3,64.34,36.45,38.52,61.77
687.31,137.46,96.26,51.71,18.86,15.38,29.99
327.14,65.43,47.57,25.67,9.66,9.73,17.59
1208.98,241.8,164.94,60.77,49.31,30.68,89.0
302.38,60.48,35.36,22.22,8.17,14.66,13.62
351.11,70.22,51.61,23.2,17.36,13.06,18.88
412.44,82.49,56.64,26.43,8.73,16.65,22.75
631.16,126.23,82.44,33.96,12.95,16.0,42.46
599.22,89.88,75.48,36.36,27.16,20.42,29.54
246.17,49.23,32.42,15.15,11.52,9.45,16.88
235.03,35.25,24.0,13.29,11.67,6.02,10.85
600.66,90.1,79.63,47.07,12.1,28.09,37.03
637.97,127.59,72.98,43.58,18.36,12.82,41.35
262.81,52.56,31.63,20.76,9.57,6.6,15.03
101.12,15.17,13.04,6.84,4.51,4.9,4.98
304.98,61.0,35.08,20.09,15.06,11.28,23.62
592.84,118.57,65.16,36.54,28.89,18.89,30.46
1526.05,228.91,168.69,85.3,65.87,56.3,114.27
138.07,20.71,20.51,7.65,5.78,5.52,9.36
255.92,76.77,27.55,18.38,12.79,8.92,16.88
263.64,39.55,36.21,19.61,12.96,9.11,20.71
1065.02,159.75,156.31,54.4,31.48,33.85,50.42
350.08,105.02,50.66,18.6,10.84,8.2,20.3
174.21,34.84,22.11,12.56,8.29,4.3,12.98
562.88,168.86,66.72,31.04,12.87,15.35,40.08
260.45,78.13,32.25,15.99,6.49,11.41,12.24
135.18,27.04,13.66,9.97,6.06,4.3,6.68
176.25,35.25,23.54,13.42,8.18,7.59,8.86
1441.35,288.27,187.94,111.61,58.32,59.8,79.19
489.54,97.91,59.44,29.46,20.62,20.58,31.38
392.41,78.48,58.37,26.68,9.96,16.2,23.05
294.77,88.43,32.03,18.99,6.14,6.15,20.31
454.78,90.96,58.71,32.44,17.96,21.19,28.92
450.47,90.09,57.63,32.53,14.52,13.56,32.79
454.79,136.44,47.93,25.8,11.67,19.05,34.06
394.64,118.39,48.82,30.89,12.73,12.42,27.51
721.36,144.27,73.87,46.6,21.28,27.09,51.86
366.72,55.01,44.46,20.82,18.17,13.43,16.44
164.64,49.39,16.61,9.61,6.62,7.99,11.51
220.56,66.17,23.71,11.95,5.62,10.22,11.81
73.91,14.78,9.09,4.08,2.51,3.44,4.86
1821.76,273.26,250.18,137.79,73.15,84.96259999999958,99.24
717.88,143.58,89.96,53.96,31.95,26.93,30.02
185.31,37.06,23.45,11.7,7.75,7.46,7.42
287.33,86.2,34.19,18.65,8.0,11.99,19.26
216.29,64.89,28.16,11.24,9.14,6.93,12.54
1236.63,370.99,174.39,70.75,46.63,35.36,68.84
115.61,34.68,16.81,6.6,4.72,5.05,8.66
394.53,78.91,59.06,29.67,9.6,13.36,18.79
330.06,49.51,45.42,20.81,10.89,6.65,17.64
697.55,139.51,73.74,35.7,23.85,21.03,47.79
331.26,66.25,35.55,19.22,9.02,8.9,20.76
88.19,17.64,11.02,5.6,2.04,3.53,4.43
294.48,58.9,39.39,16.22,5.92,12.85,15.97
165.4,33.08,17.6,8.61,4.83,5.63,11.03
383.66,115.1,46.0,21.03,15.18,14.37,27.88
1133.93,226.79,146.44,64.77,25.49,22.9,61.59
89.53,17.91,9.85,5.8,2.78,3.09,6.82
189.79,28.47,25.61,13.85,6.72,5.73,10.59
231.35,46.27,27.05,13.2,6.09,10.98,14.61
265.28,53.06,30.13,19.78,13.21,13.14,18.68
650.8,195.24,67.46,48.85,29.77,14.09,48.28
313.33,62.67,42.03,21.95,11.22,9.44,15.98
502.07,75.31,55.65,32.97,23.06,13.14,30.51
218.22,43.64,23.12,11.8,8.98,6.84,15.34
432.7,86.54,49.84,28.81,12.99,18.78,28.06
670.71,100.61,91.54,42.25,25.86,21.13,49.77
200.39,40.08,22.87,10.91,5.19,9.88,9.51
672.63,100.89,68.28,35.95,25.21,28.63,50.59
375.4,75.08,48.96,21.72,8.62,9.48,23.69
830.87,166.17,107.2,59.74,26.97,41.12,65.73
306.42,61.28,43.95,21.02,11.73,6.81,12.97
488.38,146.51,52.88,26.66,15.27,21.73,32.1
348.49,52.27,51.38,22.11,8.42,7.73,14.35
333.33,66.67,34.17,19.4,7.83,7.79,17.71
442.86,132.86,56.87,34.13,12.91,9.77,18.04
553.11,110.62,76.9,28.76,27.24,23.18,22.16
132.48,19.87,18.3,7.82,6.25,5.55,8.53
1133.44,226.69,150.6,64.75,53.19,52.78,61.17
81.32,16.26,12.05,5.05,3.33,2.92,4.49
208.15,31.22,25.28,11.0,10.04,6.66,10.89
333.85,100.15,44.37,19.03,8.9,8.63,26.43
500.69,150.21,53.12,38.73,22.15,10.29,23.47
1270.34,381.1,149.62,70.79,52.5,49.88,66.64
81.41,16.28,8.62,4.78,4.07,3.12,3.96
239.83,71.95,30.79,14.85,8.82,4.91,15.23
65.67,13.13,9.47,3.79,1.87,2.13,4.41
369.22,55.38,43.53,25.5,7.4,14.84,26.0
447.4,89.48,60.31,35.42,21.21,12.19,26.13
1285.29,257.06,144.69,84.79,61.27,31.68,87.54
396.47,59.47,50.68,29.63,17.6,15.75,28.53
829.92,248.97,89.0,43.53,28.5,37.98,54.21
574.31,114.86,57.72,35.92,15.85,19.76,35.59
254.15,76.24,38.0,14.74,9.01,10.54,18.98
116.62,23.32,16.56,6.92,2.6,5.27,7.61
448.59,89.72,59.0,33.83,11.22,18.99,27.46
109.12,32.74,12.36,7.21,2.85,5.25,6.91
1014.62,152.19,139.26,61.89,24.54,21.6,55.25
316.23,94.87,33.24,18.85,12.38,15.34,19.66
936.59,187.32,123.28,48.66,26.05,44.61,53.15
245.17,49.03,34.37,18.83,7.55,11.91,18.76
446.39,89.28,59.66,26.96,15.54,20.65,34.52
425.64,127.69,58.76,29.04,14.36,14.57,25.1
347.26,69.45,36.01,23.44,11.63,8.34,23.71
254.67,76.4,25.97,16.22,12.37,12.1,16.75
492.78,73.92,59.91,36.52,17.61,15.17,33.84
171.6,51.48,23.95,10.18,7.23,8.46,10.72
136.8,41.04,15.74,8.97,6.53,3.88,9.19
972.98,194.6,133.24,56.29,29.41,32.96,61.45
644.09,128.82,66.72,48.48,20.52,25.23,44.15
379.49,75.9,50.39,26.03,18.84,11.17,29.08
1364.06,409.22,199.41,83.17,53.19,64.7,84.89
290.58,87.18,35.75,14.64,10.2,5.83,20.73
1037.19,207.44,106.7,71.46,42.69,41.14,56.34
414.29,62.14,56.36,29.67,19.69,12.14,19.14
158.59,47.58,22.87,10.8,5.79,3.92,11.99
1578.98,473.69,186.54,125.69,65.6,73.51,107.95
795.26,238.58,94.32,42.54,38.16,33.52,37.69
326.78,49.02,38.07,19.23,16.04,10.69,17.71
644.09,128.82,67.83,40.35,16.19,30.96,35.31
260.64,39.1,30.05,16.08,7.85,7.28,12.12
698.84,139.77,84.72,50.5,34.86,20.34,30.28
53.16,7.97,6.43,2.86,2.41,1.58,2.76
159.22,23.88,17.56,8.3,7.56,5.23,10.14
788.01,157.6,100.69,40.13,34.8,24.92,46.45
294.82,58.96,37.45,20.84,12.53,6.43,17.71
425.02,85.0,50.62,31.34,11.37,14.07,22.1
122.57,36.77,17.99,7.88,4.76,3.66,8.55
1578.76,315.75,234.09,96.93,68.35,73.03,113.79
933.11,139.97,125.02,51.63,42.54,44.67,69.06
306.6,45.99,35.03,19.72,7.72,13.92,19.47
260.43,39.07,38.26,13.85,10.93,5.84,19.84
820.4,123.06,111.62,43.81,18.73,37.73,37.36
1758.26,351.65,214.57,111.29,82.21,58.75,113.75
772.1,231.63,111.14,39.06,21.91,31.24,48.23
2045.8,409.16,220.35,146.24,62.57,71.04,118.13
172.13,34.43,22.94,13.38,3.68,5.67,10.66
186.9,56.07,21.29,11.18,7.28,8.5,7.97
139.07,27.81,17.74,9.64,2.81,3.52,9.52
512.61,102.52,58.7,39.68,13.6,11.33,29.97
414.3,82.86,53.44,23.55,8.39,18.81,30.26
318.79,95.64,38.73,21.14,13.4,15.17,22.4
687.81,103.17,88.83,46.4,32.15,28.99,48.36
964.84,289.45,100.16,72.21,42.21,20.95,49.95
106.23,21.25,10.64,7.26,4.2,3.14,7.01
223.3,66.99,31.08,16.42,10.87,6.77,16.08
693.82,138.76,78.93,40.46,30.61,15.89,43.37
247.62,74.29,33.37,17.56,11.8,5.53,11.29
190.1,38.02,19.38,12.38,4.35,4.93,13.28
813.16,121.97,108.22,54.27,22.78,38.29,59.76
128.32,19.25,17.42,9.1,3.75,6.05,5.73
282.83,56.57,38.3,21.06,13.63,12.71,16.55
468.26,93.65,66.75,26.65,17.76,14.08,21.92
227.48,45.5,32.57,13.09,7.59,4.6,14.27
673.59,202.08,74.11,53.87,16.77,15.77,52.61
228.38,45.68,29.45,11.81,7.95,6.98,9.32
1110.98,222.2,112.24,59.2,54.78,46.24,53.11
325.55,97.66,34.0,21.28,8.73,12.6,17.76
615.92,123.18,74.49,40.9,18.68,23.21,27.17
653.88,196.16,66.64,46.72,19.77,20.95,32.04
217.91,43.58,25.56,16.87,4.66,4.41,14.89
69.64,20.89,9.19,5.4,1.81,2.98,2.82
480.44,96.09,67.63,33.22,19.61,16.9,23.36
381.43,76.29,46.45,27.72,10.74,14.19,21.83
561.59,112.32,69.79,39.1,19.03,21.83,31.97
300.33,90.1,30.12,16.49,13.73,7.1,21.13
255.13,51.03,36.57,19.99,11.22,12.64,10.55
1795.22,528.6405999999998,267.86,135.25,80.43,39.51,80.88
110.85,22.17,13.59,5.87,4.8,5.25,5.33
647.59,194.28,74.59,51.52,21.27,23.56,36.52
227.33,45.47,24.73,17.12,8.73,10.68,14.78
275.2,55.04,37.49,21.14,7.12,12.93,12.78
279.34,83.8,33.68,18.34,12.69,12.96,17.46
189.3,37.86,22.13,14.61,4.21,5.21,13.21
568.55,113.71,73.64,34.14,27.55,26.6,43.92
1095.12,328.54,153.94,59.91,49.13,53.46,66.63
524.33,104.87,71.01,26.89,13.7,12.53,25.42
391.04,117.31,54.96,22.62,16.75,9.17,17.3
163.52,49.06,20.69,12.45,4.87,4.08,9.08
544.33,108.87,70.1,37.75,22.39,18.9,41.67
2020.67,404.13,203.39,122.18,50.25,43.22,116.15
265.48,79.64,32.26,15.08,12.15,10.57,18.27
266.48,53.3,37.35,15.37,10.65,10.27,21.2
229.81,45.96,30.11,16.15,6.5,11.41,17.2
243.37,48.67,32.75,13.35,11.35,12.01,18.43
40.04,8.01,4.3,2.16,1.5,1.75,3.13
497.77,74.67,72.53,34.36,21.2,12.23,34.4
183.03,36.61,25.16,13.98,9.09,5.8,14.64
99.27,29.78,14.38,7.28,3.32,4.71,4.76
657.64,197.29,75.25,34.58,17.98,15.07,36.27
151.49,30.3,19.57,11.13,6.82,5.48,10.26
274.56,54.91,38.49,21.17,6.96,11.42,16.58
1163.58,349.07,140.55,82.45,31.58,28.0,72.92
116.6,34.98,13.64,8.52,3.86,5.08,8.04
105.64,21.13,12.7,8.07,4.9,3.21,5.15
446.55,89.31,58.88,29.41,13.49,13.74,27.4
902.97,180.59,106.97,59.83,41.39,41.78,43.48
102.17,20.43,11.34,6.96,4.12,2.85,7.25
498.83,99.77,62.53,28.04,15.79,13.89,35.4
573.01,114.6,59.26,36.06,16.52,23.86,39.29
69.32,13.86,10.07,4.57,2.04,1.61,4.15
681.92,102.29,100.0,34.99,17.86,30.43,41.96
725.88,217.76,108.31,46.71,23.23,26.1,52.03
280.53,56.11,38.67,19.37,11.86,8.85,19.99
980.42,196.08,137.38,71.09,29.26,41.75,78.22
893.61,178.72,126.84,45.93,22.79,22.37,59.63
390.96,117.29,42.48,25.97,11.9,16.97,29.92
250.87,50.17,27.66,18.27,8.0,11.27,13.49
165.31,49.59,23.31,9.18,7.97,6.5,12.73
349.34,69.87,42.22,21.04,13.49,12.13,26.64
567.88,85.18,79.27,29.76,25.88,18.0,43.89
277.76,55.55,29.78,17.2,8.63,8.77,18.17
62.06,9.31,6.36,3.59,3.08,2.13,3.16
993.34,198.67,119.07,60.26,26.36,29.9,54.6
419.17,83.83,47.61,23.23,13.01,11.49,20.06
265.71,39.86,37.35,15.48,7.56,9.35,20.33
714.68,107.2,104.24,44.2,31.88,15.24,35.96
1219.04,243.81,161.75,61.48,37.25,33.12,52.69
38.27,7.65,4.03,2.28,1.75,1.56,1.7
509.54,152.86,51.34,27.83,17.02,19.62,28.55
114.98,23.0,15.97,8.97,3.57,4.9,8.57
536.67,107.33,77.05,32.77,17.91,24.95,39.86
398.79,79.76,58.78,24.65,15.63,13.9,23.58
598.65,179.6,81.35,45.87,14.51,20.09,46.08
241.46,36.22,24.53,17.97,6.58,11.05,14.05
80.44,16.09,9.97,4.19,2.01,2.72,5.52
251.09,50.22,31.26,13.0,8.24,10.86,16.93
498.49,149.55,50.92,37.59,12.51,14.83,32.77
811.12,121.67,118.05,43.36,27.46,39.2,40.31
140.98,28.2,19.48,8.99,5.15,6.89,11.01
818.73,122.81,90.27,44.55,26.3,34.34,58.0
214.39,64.32,28.43,13.53,4.43,9.26,9.96
481.09,144.33,67.66,27.03,14.6,15.13,23.7
239.41,47.88,34.17,16.54,7.97,8.46,15.24
416.48,62.47,59.72,21.88,11.42,17.73,32.73
734.81,146.96,102.31,51.57,32.35,26.84,30.23
134.89,26.98,17.67,8.88,5.88,5.72,8.89
208.97,41.79,21.8,14.25,5.43,8.36,15.72
417.41,125.22,47.19,25.26,13.36,12.67,21.47
2458.66,491.73,296.01079999999985,154.8612999999998,55.43,70.4,111.26
180.47,54.14,21.36,9.57,7.92,8.16,13.86
1841.27,528.6405999999998,249.6,141.51,67.86,56.25,130.89
1789.41,357.88,189.53,118.93,87.33179999999972,84.96259999999958,139.6
333.04,99.91,49.01,25.11,11.94,8.16,20.03
283.6,56.72,33.17,21.02,10.32,13.01,13.25
206.94,62.08,26.05,11.87,6.69,8.54,12.16
340.88,68.18,39.8,19.24,14.87,15.3,16.4
116.83,23.37,16.35,7.58,3.57,5.4,8.76
338.7,50.8,36.48,24.16,6.81,10.8,26.63
1192.26,238.45,140.36,71.78,43.39,36.76,79.03
220.8,66.24,28.87,16.95,6.77,6.61,8.85
296.94,59.39,30.38,17.87,6.46,10.76,20.9
92.31,18.46,12.05,4.73,2.83,1.96,5.12
485.58,145.68,65.46,35.03,23.36,14.63,31.51
444.83,133.45,65.62,24.42,19.47,16.74,18.29
378.82,75.76,56.36,29.37,8.67,16.43,26.55
302.67,90.8,34.22,21.09,10.23,6.66,20.14
284.83,85.45,38.01,16.82,6.72,7.6,19.47
537.87,161.36,56.04,33.85,13.87,20.62,37.61
351.8,70.36,47.87,21.99,13.46,16.11,18.65
463.16,138.95,54.03,30.78,9.4,18.79,30.92
427.56,128.27,47.3,24.25,16.64,18.54,19.91
884.34,176.87,89.23,47.11,23.2,19.92,51.17
618.75,123.75,78.14,42.2,29.44,13.57,26.66
420.06,126.02,45.77,28.35,8.83,14.46,27.65
1212.99,242.6,156.46,74.12,24.47,28.06,93.38
503.87,100.77,63.26,38.44,18.67,21.87,36.65
1022.57,204.51,133.89,74.58,23.5,26.95,46.06
585.03,175.51,65.65,32.99,18.46,28.37,34.29
82.48,16.5,8.73,5.47,3.02,2.01,3.43
1022.47,204.49,142.27,54.53,37.87,25.23,41.54
401.11,120.33,59.99,23.51,14.65,17.21,17.55
345.34,103.6,41.09,26.74,10.44,8.7,25.7
450.87,90.17,53.82,34.62,19.33,17.97,30.94
273.18,81.95,39.14,15.93,9.45,12.73,20.91
431.7,86.34,46.93,25.27,19.71,9.77,32.96
224.21,44.84,26.3,17.63,5.1,10.49,13.79
997.77,199.55,113.68,65.52,27.44,44.09,55.11
328.73,65.75,34.95,25.73,7.18,15.8,19.34
265.08,39.76,33.71,16.33,7.59,12.29,12.9
171.77,51.53,22.56,11.91,8.02,4.68,13.54
446.36,89.27,64.24,33.05,21.14,15.53,33.68
418.13,83.63,55.37,24.27,18.77,12.95,22.32
491.2,73.68,50.36,34.78,15.76,18.59,29.18
158.27,31.65,16.21,8.06,6.54,6.49,9.09
100.0,20.0,10.29,5.21,4.65,4.87,6.71
593.82,89.07,66.89,34.3,29.28,22.5,37.72
1180.65,177.1,132.87,73.65,33.15,35.97,69.64
158.38,31.68,21.98,9.7,6.76,6.88,9.43
1283.9,192.58,131.56,82.67,30.15,32.66,65.26
451.8,90.36,58.96,33.36,9.07,10.8,25.15
357.97,71.59,46.47,26.16,17.03,15.32,28.27
261.93,39.29,32.91,17.41,10.53,7.8,19.28
118.92,35.68,12.03,6.45,5.85,3.69,9.42
793.37,158.67,112.07,55.06,32.3,33.46,44.14
193.57,38.71,23.01,14.82,5.92,6.44,9.85
192.92,28.94,23.62,12.37,7.95,8.63,14.44
796.04,238.81,106.28,43.91,34.8,30.56,51.86
79.82,15.96,10.63,4.65,1.7,1.7,4.74
106.4,21.28,12.11,7.32,4.77,3.93,7.55
354.82,106.44,35.68,24.67,11.94,8.3,24.74
455.2,136.56,63.85,24.42,12.72,20.24,31.05
530.54,159.16,73.12,37.8,18.45,19.08,21.84
282.78,84.83,37.34,22.36,5.75,8.01,12.01
2725.48,408.82,296.01079999999985,154.8612999999998,73.48,80.27,147.2611999999998
300.0,45.0,33.07,15.11,11.1,9.13,22.22
299.31,44.9,31.48,19.34,7.33,14.74,20.81
190.28,38.06,28.53,15.08,8.79,7.01,15.02
397.51,79.5,57.01,20.41,19.71,19.34,29.58
588.79,88.32,60.1,38.86,14.37,24.22,42.29
942.91,141.44,109.86,56.54,39.08,43.1,68.85
109.36,32.81,13.77,7.02,4.67,2.42,7.07
295.69,88.71,38.86,22.6,9.41,6.08,23.24
514.64,77.2,62.18,32.76,21.75,18.94,28.62
575.79,115.16,60.1,41.42,28.24,23.27,27.12
361.89,54.28,44.75,26.66,15.46,7.84,22.83
555.6,111.12,70.75,38.87,24.68,15.75,42.81
188.47,37.69,21.81,10.24,7.18,8.82,10.95
1251.91,250.38,135.13,98.57,57.92,44.02,60.79
796.48,159.3,100.28,44.21,37.6,22.91,49.89
122.75,24.55,13.98,8.36,3.37,2.64,8.83
152.33,30.47,17.05,8.24,3.71,6.9,10.95
155.8,46.74,21.22,7.89,4.99,5.75,11.16
619.23,123.85,79.25,31.7,18.33,12.59,38.99
128.81,25.76,17.67,7.93,4.45,2.62,6.85
276.24,55.25,33.81,17.42,9.14,7.27,20.05
517.94,155.38,53.8,34.9,13.12,12.0,36.34
341.44,51.22,42.55,20.61,12.24,9.72,22.47
442.84,88.57,57.47,27.61,13.49,21.22,33.16
153.46,46.04,21.31,11.82,7.11,7.32,8.98
579.4,173.82,74.83,34.97,26.74,17.73,26.69
220.42,44.08,30.81,13.1,7.59,9.19,13.98
277.66,55.53,34.88,19.88,6.85,11.18,15.6
435.41,87.08,56.86,34.55,19.4,8.82,21.48
390.94,58.64,39.54,19.83,9.55,10.22,24.99
366.97,73.39,52.5,19.1,11.47,7.69,21.4
197.47,39.49,21.38,14.42,5.82,6.54,9.24
283.29,56.66,38.8,14.66,10.15,11.29,18.91
360.63,108.19,44.08,26.12,16.35,16.82,16.99
119.83,23.97,17.33,7.35,2.66,3.51,9.39
248.66,37.3,28.65,16.24,6.6,9.59,12.28
490.9,98.18,72.95,24.95,14.23,20.43,32.59
129.56,25.91,17.72,7.65,6.47,4.97,8.69
908.11,136.22,118.72,68.21,26.77,37.96,49.22
994.06,298.22,146.17,78.14,47.97,43.46,62.69
132.95,26.59,16.88,8.84,3.21,3.99,6.69
1066.57,213.31,126.04,84.84,28.34,39.04,62.48
320.94,64.19,43.25,16.99,8.27,9.79,13.69
503.16,100.63,56.46,38.29,13.29,22.01,25.41
241.96,72.59,30.52,17.57,7.83,9.92,13.12
753.36,150.67,109.03,40.26,20.87,19.82,31.7
498.19,99.64,60.78,35.34,19.29,13.29,23.94
187.69,37.54,22.75,13.03,5.3,6.44,11.91
141.73,42.52,16.56,11.11,5.47,3.54,7.81
111.93,16.79,14.87,6.36,2.51,2.81,6.9
418.41,62.76,47.42,25.06,10.18,12.27,26.29
569.11,170.73,79.89,31.72,20.29,19.52,31.19
606.0,90.9,79.74,47.23,20.85,16.96,43.88
327.58,98.27,48.45,24.83,16.05,14.93,16.29
142.67,28.53,20.85,8.32,6.91,3.65,9.04
208.61,41.72,24.18,15.81,6.09,6.15,9.01
905.04,181.01,127.75,71.34,40.66,27.98,44.17
244.3,48.86,25.08,13.15,4.99,11.06,10.37
403.77,80.75,46.94,31.73,18.05,13.64,19.57
152.26,30.45,21.1,11.66,5.16,5.17,8.9
471.24,94.25,48.86,36.31,19.49,18.85,29.23
249.62,49.92,32.41,12.92,8.83,7.35,12.2
831.7,124.76,114.72,65.02,37.98,27.88,65.21
668.44,133.69,90.49,53.37,23.74,30.81,48.56
242.15,48.43,33.6,17.28,6.93,11.56,16.65
325.31,65.06,35.2,24.43,15.6,7.8,23.33
231.65,69.49,26.84,14.97,5.7,9.63,17.41
115.65,34.69,15.95,6.12,3.98,3.47,6.22
181.3,27.19,23.45,11.64,4.3,4.09,10.29
421.86,126.56,44.02,32.48,9.71,15.82,29.95
466.99,140.1,68.26,29.58,10.17,21.58,31.82
405.43,81.09,44.0,24.39,11.54,16.73,20.68
282.79,42.42,36.65,19.52,12.14,10.56,17.63
759.42,113.91,83.83,60.04,31.19,32.68,33.94
378.77,56.82,53.36,25.39,16.91,10.14,18.78
631.88,94.78,81.58,41.69,18.29,15.64,37.74
87.1,26.13,10.5,5.58,3.0,2.7,4.9
15.61,3.12,2.13,0.97,0.61,0.71,1.06
451.75,67.76,53.09,28.26,13.64,16.17,26.92
115.16,23.03,11.53,9.11,3.47,3.01,5.73
303.73,45.56,31.73,17.74,8.04,12.77,19.14
282.71,84.81,29.12,18.19,10.08,10.42,12.67
1281.8,256.36,142.26,68.72,61.08,31.11,102.26
495.76,74.36,72.14,31.81,11.14,12.41,35.68
411.08,123.32,44.98,24.7,20.19,13.97,18.96
703.24,105.49,90.88,45.38,32.97,19.37,48.53
483.43,145.03,67.34,30.45,15.35,21.32,30.24
249.63,74.89,34.18,19.15,5.24,11.0,17.28
848.34,169.67,98.72,57.89,17.62,26.38,45.38
148.16,44.45,18.34,9.22,7.2,6.91,7.49
466.24,139.87,48.4,28.8,17.82,20.97,26.37
104.38,31.31,10.95,5.39,4.26,4.91,7.53
423.8,84.76,47.61,24.14,12.45,15.1,33.04
420.1,84.02,45.16,32.2,19.17,18.34,33.13
1376.46,206.47,142.3,84.13,35.33,51.47,96.75
102.94,15.44,11.63,8.11,4.22,3.95,7.87
222.6,44.52,28.21,12.22,5.38,6.65,9.88
695.24,139.05,76.84,37.76,33.73,24.84,42.87
470.76,141.23,53.69,35.91,21.88,22.33,21.01
415.86,83.17,58.71,27.25,19.15,14.55,28.94
167.54,50.26,23.04,12.66,8.36,3.37,9.27
224.4,44.88,22.79,13.29,6.05,8.3,17.72
974.71,194.94,101.38,55.72,46.27,31.78,74.87
345.47,69.09,50.58,23.8,14.09,16.38,14.86
486.09,72.91,57.39,28.9,21.58,13.82,20.85
328.31,65.66,33.22,16.75,10.57,10.76,21.39
139.72,41.92,16.7,10.76,6.01,5.93,9.46
759.87,227.96,105.03,56.7,31.45,36.82,46.33
538.45,80.77,78.14,35.42,22.74,15.52,26.62
2277.0,455.4,296.01079999999985,131.43,68.7,72.12,113.61
159.75,47.93,18.15,9.56,4.45,7.46,6.9
695.17,208.55,103.82,35.48,32.31,31.2,55.44
126.07,25.21,13.56,6.78,4.07,2.62,7.54
408.29,122.49,48.35,24.52,18.04,13.21,27.22
786.28,157.26,92.63,58.83,32.12,25.05,56.43
68.61,13.72,8.55,5.03,1.75,1.78,3.97
305.56,91.67,32.33,19.05,7.7,10.46,24.31
229.42,68.82,29.98,17.43,9.79,8.39,14.1
